od_code,discount_amount
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,159740.0
8,0.0
9,0.0
10,0.0
11,0.0
12,33460.0
13,0.0
14,0.0
15,0.0
16,0.0
17,80565.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,9629.0
25,0.0
26,57879.0
27,0.0
28,27375.0
29,56981.0
30,0.0
31,25169.0
32,0.0
33,0.0
34,80678.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,13346.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,3509.0
48,0.0
49,19945.0
50,0.0
51,16676.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,43953.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,7440.0
73,7426.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,75057.0
80,0.0
81,272251.0
82,0.0
83,0.0
84,0.0
85,145978.0
86,0.0
87,0.0
88,0.0
89,0.0
90,188760.0
91,280331.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,37980.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,16723.0
107,0.0
108,0.0
109,0.0
110,38124.0
111,50982.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,12987.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,167914.0
124,0.0
125,0.0
126,0.0
127,0.0
128,15708.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,16095.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,76717.0
147,0.0
148,11382.0
149,0.0
150,0.0
151,0.0
152,0.0
153,46844.0
154,0.0
155,0.0
156,0.0
157,87711.0
158,130713.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,13235.0
166,163675.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,32131.0
174,50282.0
175,1918.0
176,13559.0
177,0.0
178,0.0
179,0.0
180,5639.0
181,21026.0
182,6856.0
183,1597.0
184,14480.0
185,0.0
186,0.0
187,0.0
188,0.0
189,45351.0
190,29178.0
191,0.0
192,0.0
193,0.0
194,68232.0
195,0.0
196,0.0
197,0.0
198,186203.0
199,30610.0
